GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "92000","Mideast",2,SAGDP2N,1,"...","All industry total ","Millions of current dollars",1628848.5,1701015.6,1801637.5,1907912.3,1996673.1,2050627.2,2124332.5,2245925.0,2362626.8,2481466.5,2593445.0,2651199.3,2682083.4,2800067.6,2865775.1,3000390.3,3085109.8,3208439.4,3331311.0,3440153.9,3540214.9,3708448.4,3866471.1,3763973.4,4107499.4
 "92000","Mideast",2,SAGDP2N,2,"..."," Private industries ","Millions of current dollars",1419541.7,1482507.8,1571988.4,1667957.2,1745952.3,1785233.3,1845668.2,1951583.1,2054058.1,2162856.8,2257556.6,2300075.5,2317858.9,2423027.4,2486067.5,2618819.9,2688366.2,2803639.5,2917980.5,3022014.2,3110733.8,3254350.6,3401149.6,3290507.8,3612200.4
 "92000","Mideast",2,SAGDP2N,3,"11","  Agriculture, forestry, fishing and hunting ","Millions of current dollars",5004.5,5269.6,5138.1,5723.2,5830.7,4879.1,5848.8,7382.7,7081.1,6987.1,7675.6,7690.4,6538.8,7509.3,8799.0,8873.7,10095.9,10438.4,8497.5,7496.1,8869.0,8128.7,8514.0,7311.6,9767.2
 "92000","Mideast",2,SAGDP2N,4,"111-112","   Farms ","Millions of current dollars",3995.2,4334.2,4165.3,4663.7,4806.3,3888.4,4802.1,6255.0,5909.2,5631.4,6452.4,6470.7,5337.8,6249.1,7553.4,7575.9,8807.4,9022.3,6963.0,5896.7,7215.3,6460.6,6854.0,5667.3,8058.7
 "92000","Mideast",2,SAGDP2N,5,"113-115","   Forestry, fishing, and related activities ","Millions of current dollars",1009.2,935.4,972.9,1059.5,1024.4,990.7,1046.7,1127.7,1171.8,1355.7,1223.3,1219.8,1200.9,1260.3,1245.6,1297.8,1288.4,1416.1,1534.4,1599.3,1653.8,1668.1,1660.0,1644.3,1708.6
 "92000","Mideast",2,SAGDP2N,6,"21","  Mining, quarrying, and oil and gas extraction ","Millions of current dollars",2518.0,2905.3,2841.8,3023.7,3075.6,2950.0,3275.7,3842.8,4849.8,5779.0,6945.1,7939.6,7997.4,10230.4,12780.8,13459.7,12944.0,16246.2,11524.1,9667.4,11516.9,12496.2,11966.0,9340.5,14479.6
 "92000","Mideast",2,SAGDP2N,7,"211","   Oil and gas extraction ","Millions of current dollars",224.4,215.7,231.7,331.0,283.9,298.1,405.0,509.7,693.6,696.2,877.3,1664.5,1839.5,3014.1,4594.8,5726.3,5789.1,8745.4,5284.0,4940.6,5691.5,5831.2,5336.5,4251.9,9709.9
 "92000","Mideast",2,SAGDP2N,8,"212","   Mining (except oil and gas) ","Millions of current dollars",2148.7,2535.4,2466.3,2506.7,2544.9,2416.2,2595.6,2983.1,3663.0,4271.0,4930.0,5015.7,5004.7,5392.1,5419.5,4782.9,4300.6,3909.6,3648.3,3330.9,3751.9,3888.6,3987.8,3475.0,3175.7
 "92000","Mideast",2,SAGDP2N,9,"213","   Support activities for mining ","Millions of current dollars",144.9,154.1,143.8,186.0,246.8,235.7,275.1,350.1,493.2,811.7,1137.8,1259.4,1153.1,1824.3,2766.5,2950.4,2854.3,3591.2,2591.8,1395.9,2073.5,2776.4,2641.7,1613.6,1594.0
 "92000","Mideast",2,SAGDP2N,10,"22","  Utilities ","Millions of current dollars",32182.9,30710.3,33050.4,32089.7,33345.2,32091.0,33854.3,37990.3,37029.5,40475.8,42066.1,42920.2,46099.3,50504.3,50962.5,48536.3,49927.5,52861.0,53600.2,52340.0,53598.4,55827.8,56606.7,59374.6,66805.4
