Region,2005,2014,2015,2016,2017,2018,2019,2020
1,8.28972154240619e+28,1.0916402995982077e+29,1.1220239454372943e+29,1.1446741234404924e+29,1.1668577297777991e+29,1.2154413569494894e+29,1.2588917881220228e+29,1.3077258187973145e+29
2,6.561754912391924e+28,7.669285782560992e+28,7.978126039263759e+28,8.122463644293876e+28,8.402966640985927e+28,8.786137847676294e+28,9.036307786038562e+28,9.387482892761429e+28
3,7.595063132658926e+23,9.847682376824148e+23,1.0288685334868509e+24,1.0407287290890548e+24,1.072229003091433e+24,1.130729389094915e+24,1.1687697498982849e+24,1.242790443906777e+24
4,4.66018935054379e+33,6.38563859071382e+33,6.586353332171221e+33,6.613067609322806e+33,6.749498073632378e+33,7.023358090807706e+33,7.195361252264906e+33,7.616079963746293e+33
5,2.4957735227999942e+58,3.0879489578626367e+58,3.210949973713828e+58,3.2512007278871204e+58,3.3519515754087953e+58,3.461619487096004e+58,3.607370270454671e+58,3.8482892954774377e+58
6,8.081822145796408e+18,9.689093048665362e+18,1.0083595258622362e+19,1.0368346938563037e+19,1.0874348646110587e+19,1.1366603046160388e+19,1.2031108826216163e+19,1.3081866901262965e+19
7,7.559458784601487e+23,1.0159475360849886e+24,1.0467878772878828e+24,1.0478080196881268e+24,1.1050282914920728e+24,1.1690686434952248e+24,1.242489184900579e+24,1.307169898308213e+24
8,6.512564887272922e+28,9.311252110767408e+28,9.595924244129625e+28,9.37976093415204e+28,9.531598007518576e+28,9.936435847536075e+28,1.0219441532578342e+29,1.0459451079287359e+29
