,Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,State
103,2013,Aug,53.7,50.2,798902,746160,52742,6.6,WV
104,2013,Sep,53.7,50.1,797953,745123,52830,6.6,WV
105,2013,Oct,53.6,50.0,797136,744107,53029,6.7,WV
106,2013,Nov,53.6,50.0,796772,743443,53329,6.7,WV
107,2013,Dec,53.6,50.0,796988,743337,53651,6.7,WV
108,2014,Jan,53.7,50.0,797557,743740,53817,6.7,WV
109,2014,Feb,53.7,50.1,797946,744294,53652,6.7,WV
110,2014,Mar,53.7,50.1,797830,744590,53240,6.7,WV
111,2014,Apr,53.7,50.1,797081,744377,52704,6.6,WV
112,2014,May,53.6,50.1,795967,743871,52096,6.5,WV
113,2014,Jun,53.5,50.1,794976,743439,51537,6.5,WV
114,2014,Jul,53.5,50.1,794363,743221,51142,6.4,WV
115,2014,Aug,53.5,50.1,794272,743335,50937,6.4,WV
116,2014,Sep,53.5,50.1,794534,743734,50800,6.4,WV
117,2014,Oct,53.5,50.1,794725,744126,50599,6.4,WV
118,2014,Nov,53.5,50.1,794615,744200,50415,6.3,WV
119,2014,Dec,53.5,50.1,794247,743765,50482,6.4,WV
120,2015,Jan,53.5,50.1,793820,742884,50936,6.4,WV
121,2015,Feb,53.5,50.0,793628,741810,51818,6.5,WV
122,2015,Mar,53.6,50.0,793761,740877,52884,6.7,WV
123,2015,Apr,53.6,50.0,794032,740233,53799,6.8,WV
124,2015,May,53.6,50.0,793992,739757,54235,6.8,WV
125,2015,Jun,53.6,49.9,793269,739251,54018,6.8,WV
126,2015,Jul,53.5,49.9,791959,738717,53242,6.7,WV
127,2015,Aug,53.4,49.9,790409,738212,52197,6.6,WV
128,2015,Sep,53.3,49.9,789048,737859,51189,6.5,WV
129,2015,Oct,53.3,49.9,788329,737853,50476,6.4,WV
130,2015,Nov,53.3,49.9,788344,738192,50152,6.4,WV
131,2015,Dec,53.4,50.0,788821,738713,50108,6.4,WV
132,2016,Jan,53.4,50.0,789352,739186,50166,6.4,WV
133,2016,Feb,53.5,50.1,789436,739332,50104,6.3,WV
134,2016,Mar,53.4,50.1,788767,739023,49744,6.3,WV
135,2016,Apr,53.4,50.0,787459,738270,49189,6.2,WV
136,2016,May,53.3,50.0,785938,737255,48683,6.2,WV
137,2016,Jun,53.2,49.9,784596,736276,48320,6.2,WV
138,2016,Jul,53.2,49.9,783598,735591,48007,6.1,WV
139,2016,Aug,53.1,49.9,782962,735299,47663,6.1,WV
140,2016,Sep,53.1,49.9,782586,735395,47191,6.0,WV
141,2016,Oct,53.1,50.0,782275,735838,46437,5.9,WV
142,2016,Nov,53.2,50.1,782016,736667,45349,5.8,WV
143,2016,Dec,53.2,50.2,781718,737762,43956,5.6,WV
144,2017,Jan,53.2,50.3,782265,739919,42346,5.4,WV
145,2017,Feb,53.2,50.4,781856,740956,40900,5.2,WV
146,2017,Mar,53.2,50.5,781658,741764,39894,5.1,WV
147,2017,Apr,53.2,50.5,781942,742508,39434,5.0,WV
148,2017,May,53.3,50.6,782759,743381,39378,5.0,WV
149,2017,Jun,53.4,50.7,783929,744274,39655,5.1,WV
150,2017,Jul,53.5,50.8,785269,745020,40249,5.1,WV
151,2017,Aug,53.6,50.9,786433,745515,40918,5.2,WV
152,2017,Sep,53.7,50.9,787155,745669,41486,5.3,WV
153,2017,Oct,53.7,50.9,787430,745509,41921,5.3,WV
154,2017,Nov,53.8,50.9,787406,745139,42267,5.4,WV
155,2017,Dec,53.8,50.9,787528,745022,42506,5.4,WV
156,2018,Jan,53.9,51.0,788267,745615,42652,5.4,WV
157,2018,Feb,54.0,51.1,789813,747120,42693,5.4,WV
158,2018,Mar,54.2,51.3,791877,749326,42551,5.4,WV
159,2018,Apr,54.4,51.5,793742,751592,42150,5.3,WV
160,2018,May,54.5,51.6,794963,753339,41624,5.2,WV
161,2018,Jun,54.5,51.7,795470,754445,41025,5.2,WV
162,2018,Jul,54.5,51.8,795345,754974,40371,5.1,WV
163,2018,Aug,54.5,51.8,795020,755112,39908,5.0,WV
164,2018,Sep,54.5,51.8,794831,754999,39832,5.0,WV
165,2018,Oct,54.5,51.8,794849,754796,40053,5.0,WV
166,2018,Nov,54.6,51.8,794974,754665,40309,5.1,WV
167,2018,Dec,54.6,51.8,794937,754637,40300,5.1,WV
168,2019,Jan,54.6,51.8,794578,754656,39922,5.0,WV
169,2019,Feb,54.6,51.9,793999,754796,39203,4.9,WV
170,2019,Mar,54.6,51.9,793594,755161,38433,4.8,WV
171,2019,Apr,54.6,52.0,793774,755905,37869,4.8,WV
172,2019,May,54.7,52.1,794581,756916,37665,4.7,WV
173,2019,Jun,54.8,52.2,795842,757894,37948,4.8,WV
174,2019,Jul,54.9,52.2,797220,758546,38674,4.9,WV
175,2019,Aug,55.0,52.3,798390,758875,39515,4.9,WV
176,2019,Sep,55.1,52.3,799324,759319,40005,5.0,WV
177,2019,Oct,55.1,52.3,800126,759948,40178,5.0,WV
178,2019,Nov,55.2,52.4,800704,760481,40223,5.0,WV
179,2019,Dec,55.2,52.4,800856,760426,40430,5.0,WV
180,2020,Jan,55.2,52.4,800329,759576,40753,5.1,WV
181,2020,Feb,55.1,52.3,798843,757812,41031,5.1,WV
182,2020,Mar,55.0,52.1,796512,755401,41111,5.2,WV
183,2020,Apr,52.7,44.6,763890,645656,118234,15.5,WV
184,2020,May,53.7,47.2,777537,682891,94646,12.2,WV
185,2020,Jun,53.6,48.0,775839,694902,80937,10.4,WV
186,2020,Jul,53.9,48.8,779583,705988,73595,9.4,WV
187,2020,Aug,53.9,49.4,779091,714592,64499,8.3,WV
188,2020,Sep,54.0,49.9,780708,721428,59280,7.6,WV
189,2020,Oct,54.0,50.2,779782,725993,53789,6.9,WV
190,2020,Nov,54.0,50.5,780099,729465,50634,6.5,WV
191,2020,Dec,54.1,50.7,781028,732293,48735,6.2,WV
192,2021,Jan,54.1,50.9,781354,734917,46437,5.9,WV
193,2021,Feb,54.2,51.1,782743,737651,45092,5.8,WV
194,2021,Mar,54.4,51.3,784953,740671,44282,5.6,WV
195,2021,Apr,54.6,51.6,787203,743634,43569,5.5,WV
196,2021,May,54.7,51.7,788988,746278,42710,5.4,WV
197,2021,Jun,54.8,51.9,790180,748330,41850,5.3,WV
198,2021,Jul,54.8,52.0,790571,750396,40175,5.1,WV
199,2021,Aug,54.8,52.2,790819,752644,38175,4.8,WV
200,2021,Sep,54.8,52.3,791190,755175,36015,4.6,WV
201,2021,Oct,54.9,52.5,791877,757445,34432,4.3,WV
202,2021,Nov,54.9,52.5,792211,758285,33926,4.3,WV
203,2021,Dec,54.9,52.5,792320,758449,33871,4.3,WV
204,2022,Jan,55.0,52.7,793335,761138,32197,4.1,WV
205,2022,Feb,55.0,52.9,793816,763032,30784,3.9,WV
206,2022,Mar,55.0,53.0,794227,765159,29068,3.7,WV
207,2022,Apr,55.1,53.1,794631,766204,28427,3.6,WV
208,2022,May,55.1,53.2,795824,767918,27906,3.5,WV
209,2022,Jun,55.2,53.2,796968,768311,28657,3.6,WV
210,2022,Jul,55.2,53.2,797404,767823,29581,3.7,WV
211,2022,Aug,55.2,53.0,796918,765939,30979,3.9,WV
212,2022,Sep,55.1,52.9,795828,764315,31513,4.0,WV
213,2022,Oct,55.0,52.8,794480,762325,32155,4.0,WV
214,2022,Nov,54.9,52.7,793427,760775,32652,4.1,WV
0,2005,Jan,66.5,63.2,1775159,1687677,87482,4.9,CT
1,2005,Feb,66.6,63.3,1778212,1690532,87680,4.9,CT
2,2005,Mar,66.7,63.4,1781743,1694123,87620,4.9,CT
3,2005,Apr,66.8,63.5,1785633,1698358,87275,4.9,CT
4,2005,May,66.9,63.7,1789854,1703125,86729,4.8,CT
5,2005,Jun,67.1,63.8,1793985,1707802,86183,4.8,CT
6,2005,Jul,67.2,64.0,1797541,1711644,85897,4.8,CT
7,2005,Aug,67.2,64.0,1800444,1714626,85818,4.8,CT
8,2005,Sep,67.3,64.1,1803280,1717539,85741,4.8,CT
9,2005,Oct,67.3,64.1,1806325,1720905,85420,4.7,CT
10,2005,Nov,67.4,64.2,1809526,1724701,84825,4.7,CT
11,2005,Dec,67.5,64.3,1812780,1728795,83985,4.6,CT
12,2006,Jan,67.6,64.5,1816063,1733100,82963,4.6,CT
13,2006,Feb,67.6,64.6,1819226,1737275,81951,4.5,CT
14,2006,Mar,67.7,64.7,1822224,1741020,81204,4.5,CT
15,2006,Apr,67.8,64.8,1824847,1743960,80887,4.4,CT
16,2006,May,67.9,64.9,1826938,1746106,80832,4.4,CT
17,2006,Jun,67.9,64.9,1828775,1747945,80830,4.4,CT
18,2006,Jul,68.0,65.0,1830942,1750241,80701,4.4,CT
19,2006,Aug,68.0,65.0,1833746,1753195,80551,4.4,CT
20,2006,Sep,68.1,65.1,1836913,1756417,80496,4.4,CT
21,2006,Oct,68.2,65.2,1840211,1759811,80400,4.4,CT
22,2006,Nov,68.3,65.3,1843373,1763165,80208,4.4,CT
23,2006,Dec,68.4,65.4,1845968,1766016,79952,4.3,CT
24,2007,Jan,68.4,65.5,1848030,1768257,79773,4.3,CT
25,2007,Feb,68.4,65.5,1849724,1769948,79776,4.3,CT
26,2007,Mar,68.5,65.5,1850803,1770914,79889,4.3,CT
27,2007,Apr,68.5,65.5,1851481,1771391,80090,4.3,CT
28,2007,May,68.5,65.5,1852382,1771872,80510,4.3,CT
29,2007,Jun,68.5,65.5,1853582,1772394,81188,4.4,CT
30,2007,Jul,68.5,65.5,1855062,1772917,82145,4.4,CT
31,2007,Aug,68.6,65.5,1857126,1773734,83392,4.5,CT
32,2007,Sep,68.6,65.5,1859938,1775209,84729,4.6,CT
33,2007,Oct,68.7,65.5,1862997,1776872,86125,4.6,CT
34,2007,Nov,68.7,65.5,1865712,1778299,87413,4.7,CT
35,2007,Dec,68.8,65.5,1867928,1779384,88544,4.7,CT
36,2008,Jan,68.8,65.5,1869605,1779846,89759,4.8,CT
37,2008,Feb,68.8,65.4,1871046,1779792,91254,4.9,CT
38,2008,Mar,68.8,65.4,1872549,1779225,93324,5.0,CT
39,2008,Apr,68.8,65.3,1874146,1778038,96108,5.1,CT
40,2008,May,68.9,65.2,1875861,1776383,99478,5.3,CT
41,2008,Jun,68.9,65.1,1877881,1774721,103160,5.5,CT
42,2008,Jul,68.9,65.0,1879919,1773119,106800,5.7,CT
43,2008,Aug,68.9,64.9,1881524,1771270,110254,5.9,CT
44,2008,Sep,68.9,64.8,1882648,1768820,113828,6.0,CT
45,2008,Oct,68.9,64.6,1883668,1765753,117915,6.3,CT
46,2008,Nov,68.9,64.4,1884613,1761893,122720,6.5,CT
47,2008,Dec,68.9,64.2,1885195,1757045,128150,6.8,CT
48,2009,Jan,68.8,64.0,1885168,1751324,133844,7.1,CT
49,2009,Feb,68.8,63.7,1885022,1745553,139469,7.4,CT
50,2009,Mar,68.8,63.5,1885758,1741164,144594,7.7,CT
51,2009,Apr,68.8,63.4,1887457,1738492,148965,7.9,CT
52,2009,May,68.9,63.3,1889319,1736551,152768,8.1,CT
53,2009,Jun,68.9,63.2,1890959,1734700,156259,8.3,CT
54,2009,Jul,68.9,63.1,1891930,1732321,159609,8.4,CT
55,2009,Aug,68.8,62.9,1891764,1728836,162928,8.6,CT
56,2009,Sep,68.7,62.7,1890575,1724297,166278,8.8,CT
57,2009,Oct,68.6,62.4,1888815,1719152,169663,9.0,CT
58,2009,Nov,68.5,62.2,1887858,1714686,173172,9.2,CT
59,2009,Dec,68.5,62.1,1889075,1712315,176760,9.4,CT
60,2010,Jan,68.6,62.1,1892594,1712632,179962,9.5,CT
61,2010,Feb,68.8,62.2,1897276,1714982,182294,9.6,CT
62,2010,Mar,68.9,62.3,1902002,1718400,183602,9.7,CT
63,2010,Apr,68.0,61.5,1906595,1722636,183959,9.6,CT
64,2010,May,68.1,61.6,1910818,1727354,183464,9.6,CT
65,2010,Jun,68.2,61.7,1914097,1731412,182685,9.5,CT
66,2010,Jul,68.2,61.7,1916460,1734133,182327,9.5,CT
67,2010,Aug,68.2,61.7,1918237,1735650,182587,9.5,CT
68,2010,Sep,68.2,61.7,1919267,1736057,183210,9.5,CT
69,2010,Oct,68.2,61.6,1919649,1735952,183697,9.6,CT
70,2010,Nov,68.1,61.6,1919392,1735829,183563,9.6,CT
71,2010,Dec,68.0,61.6,1918366,1735774,182592,9.5,CT
72,2011,Jan,68.0,61.5,1917092,1736022,181070,9.4,CT
73,2011,Feb,67.9,61.5,1915799,1736443,179356,9.4,CT
74,2011,Mar,67.8,61.5,1914283,1736677,177606,9.3,CT
75,2011,Apr,67.7,61.5,1912529,1736438,176091,9.2,CT
76,2011,May,67.6,61.4,1911140,1736109,175031,9.2,CT
77,2011,Jun,67.6,61.4,1910692,1736564,174128,9.1,CT
78,2011,Jul,67.5,61.4,1911543,1738579,172964,9.0,CT
79,2011,Aug,67.6,61.5,1913385,1742023,171362,9.0,CT
80,2011,Sep,67.6,61.6,1915535,1746278,169257,8.8,CT
81,2011,Oct,67.6,61.7,1917084,1750252,166832,8.7,CT
82,2011,Nov,67.6,61.8,1917061,1752728,164333,8.6,CT
83,2011,Dec,67.5,61.8,1915340,1753314,162026,8.5,CT
84,2012,Jan,67.4,61.7,1912351,1752189,160162,8.4,CT
85,2012,Feb,67.2,61.6,1908624,1749642,158982,8.3,CT
86,2012,Mar,67.0,61.4,1904314,1745620,158694,8.3,CT
87,2012,Apr,66.8,61.2,1899200,1740242,158958,8.4,CT
88,2012,May,66.6,61.0,1893644,1734363,159281,8.4,CT
89,2012,Jun,66.4,60.8,1887999,1728720,159279,8.4,CT
90,2012,Jul,66.1,60.6,1882615,1723907,158708,8.4,CT
91,2012,Aug,66.0,60.4,1878205,1720408,157797,8.4,CT
92,2012,Sep,65.8,60.3,1875209,1718236,156973,8.4,CT
93,2012,Oct,65.7,60.2,1873204,1716902,156302,8.3,CT
94,2012,Nov,65.6,60.2,1871522,1715773,155749,8.3,CT
95,2012,Dec,65.6,60.1,1869431,1714212,155219,8.3,CT
96,2013,Jan,65.4,60.0,1866718,1712022,154696,8.3,CT
97,2013,Feb,65.3,59.9,1864254,1710153,154101,8.3,CT
98,2013,Mar,65.3,59.9,1863120,1709824,153296,8.2,CT
99,2013,Apr,65.3,60.0,1863931,1711614,152317,8.2,CT
100,2013,May,65.4,60.1,1866153,1714775,151378,8.1,CT
101,2013,Jun,65.4,60.2,1868813,1718256,150557,8.1,CT
102,2013,Jul,65.5,60.2,1870801,1721124,149677,8.0,CT
103,2013,Aug,65.5,60.3,1871349,1723188,148161,7.9,CT
104,2013,Sep,65.4,60.3,1870764,1724994,145770,7.8,CT
105,2013,Oct,65.4,60.4,1870128,1727081,143047,7.6,CT
106,2013,Nov,65.4,60.5,1870266,1729880,140386,7.5,CT
107,2013,Dec,65.4,60.6,1871503,1733625,137878,7.4,CT
108,2014,Jan,65.4,60.7,1873722,1738339,135383,7.2,CT
109,2014,Feb,65.5,60.9,1876435,1743577,132858,7.1,CT
110,2014,Mar,65.6,61.0,1879255,1748668,130587,6.9,CT
111,2014,Apr,65.7,61.2,1882025,1753324,128701,6.8,CT
112,2014,May,65.8,61.3,1884757,1757743,127014,6.7,CT
113,2014,Jun,65.8,61.5,1887936,1762463,125473,6.6,CT
114,2014,Jul,65.9,61.6,1891461,1767363,124098,6.6,CT
115,2014,Aug,66.0,61.8,1894819,1771979,122840,6.5,CT
116,2014,Sep,66.1,61.9,1897546,1776030,121516,6.4,CT
117,2014,Oct,66.2,62.0,1899432,1779699,119733,6.3,CT
118,2014,Nov,66.2,62.1,1900520,1783052,117468,6.2,CT
119,2014,Dec,66.2,62.2,1901233,1786010,115223,6.1,CT
120,2015,Jan,66.2,62.3,1901701,1788370,113331,6.0,CT
121,2015,Feb,66.2,62.3,1901730,1789810,111920,5.9,CT
122,2015,Mar,66.2,62.4,1900978,1790269,110709,5.8,CT
123,2015,Apr,66.1,62.3,1899181,1789732,109449,5.8,CT
124,2015,May,66.0,62.3,1896379,1788339,108040,5.7,CT
125,2015,Jun,65.9,62.2,1892772,1786301,106471,5.6,CT
126,2015,Jul,65.8,62.1,1889106,1784137,104969,5.6,CT
127,2015,Aug,65.7,62.0,1886215,1782474,103741,5.5,CT
128,2015,Sep,65.6,62.0,1884305,1781625,102680,5.4,CT
129,2015,Oct,65.5,62.0,1883557,1781801,101756,5.4,CT
130,2015,Nov,65.6,62.0,1883966,1782985,100981,5.4,CT
131,2015,Dec,65.6,62.1,1884911,1784830,100081,5.3,CT
132,2016,Jan,65.6,62.2,1885910,1787016,98894,5.2,CT
133,2016,Feb,65.7,62.3,1886939,1789442,97497,5.2,CT
134,2016,Mar,65.7,62.4,1888081,1792129,95952,5.1,CT
135,2016,Apr,65.7,62.5,1889305,1794839,94466,5.0,CT
136,2016,May,65.8,62.5,1890682,1797493,93189,4.9,CT
137,2016,Jun,65.8,62.6,1892133,1800092,92041,4.9,CT
138,2016,Jul,65.9,62.7,1893536,1802669,90867,4.8,CT
139,2016,Aug,65.9,62.8,1894991,1805214,89777,4.7,CT
140,2016,Sep,66.0,62.9,1896690,1807641,89049,4.7,CT
141,2016,Oct,66.0,62.9,1898583,1810005,88578,4.7,CT
142,2016,Nov,66.1,63.0,1900809,1812673,88136,4.6,CT
143,2016,Dec,66.2,63.1,1903587,1815897,87690,4.6,CT
144,2017,Jan,66.4,63.4,1924150,1836282,87868,4.6,CT
145,2017,Feb,66.5,63.5,1927400,1840062,87338,4.5,CT
146,2017,Mar,66.6,63.6,1929652,1842864,86788,4.5,CT
147,2017,Apr,66.6,63.6,1930564,1844343,86221,4.5,CT
148,2017,May,66.6,63.6,1930068,1844470,85598,4.4,CT
149,2017,Jun,66.5,63.6,1928233,1843190,85043,4.4,CT
150,2017,Jul,66.4,63.5,1925520,1840878,84642,4.4,CT
151,2017,Aug,66.2,63.3,1922196,1837969,84227,4.4,CT
152,2017,Sep,66.1,63.2,1918762,1835036,83726,4.4,CT
153,2017,Oct,66.0,63.1,1915879,1832749,83130,4.3,CT
154,2017,Nov,65.9,63.0,1913860,1831392,82468,4.3,CT
155,2017,Dec,65.8,63.0,1913150,1831551,81599,4.3,CT
156,2018,Jan,65.9,63.1,1914126,1833522,80604,4.2,CT
157,2018,Feb,65.9,63.2,1917006,1837410,79596,4.2,CT
158,2018,Mar,66.1,63.4,1921347,1842774,78573,4.1,CT
159,2018,Apr,66.2,63.6,1926073,1848578,77495,4.0,CT
160,2018,May,66.4,63.7,1930061,1853593,76468,4.0,CT
161,2018,Jun,66.4,63.8,1932975,1857475,75500,3.9,CT
162,2018,Jul,66.5,63.9,1934953,1860403,74550,3.9,CT
163,2018,Aug,66.5,64.0,1936517,1862712,73805,3.8,CT
164,2018,Sep,66.6,64.0,1937971,1864603,73368,3.8,CT
165,2018,Oct,66.6,64.1,1939340,1866228,73112,3.8,CT
166,2018,Nov,66.6,64.1,1940661,1867834,72827,3.8,CT
167,2018,Dec,66.7,64.2,1941904,1869577,72327,3.7,CT
168,2019,Jan,66.7,64.3,1942918,1871367,71551,3.7,CT
169,2019,Feb,66.7,64.3,1943590,1873144,70446,3.6,CT
170,2019,Mar,66.8,64.4,1944162,1874877,69285,3.6,CT
171,2019,Apr,66.8,64.5,1945128,1876820,68308,3.5,CT
172,2019,May,66.9,64.5,1946722,1879011,67711,3.5,CT
173,2019,Jun,66.9,64.6,1948897,1881282,67615,3.5,CT
174,2019,Jul,67.0,64.7,1951186,1883233,67953,3.5,CT
175,2019,Aug,67.0,64.7,1953344,1884967,68377,3.5,CT
176,2019,Sep,67.1,64.8,1955509,1887112,68397,3.5,CT
177,2019,Oct,67.2,64.8,1957603,1889362,68241,3.5,CT
178,2019,Nov,67.2,64.9,1959190,1891108,68082,3.5,CT
179,2019,Dec,67.2,64.8,1958825,1890967,67858,3.5,CT
180,2020,Jan,67.1,64.8,1955906,1888465,67441,3.4,CT
181,2020,Feb,66.9,64.6,1950771,1883931,66840,3.4,CT
182,2020,Mar,66.7,64.4,1944775,1878877,65898,3.4,CT
183,2020,Apr,63.1,58.1,1840803,1694407,146396,8.0,CT
184,2020,May,65.7,58.2,1915301,1696323,218978,11.4,CT
185,2020,Jun,65.5,58.2,1908325,1696962,211363,11.1,CT
186,2020,Jul,65.8,58.4,1916680,1702587,214093,11.2,CT
187,2020,Aug,64.6,58.5,1884280,1705729,178551,9.5,CT
188,2020,Sep,64.4,58.7,1878425,1710459,167966,8.9,CT
189,2020,Oct,63.8,58.6,1861060,1710946,150114,8.1,CT
190,2020,Nov,63.6,58.6,1856081,1711450,144631,7.8,CT
191,2020,Dec,63.5,58.6,1853792,1711536,142256,7.7,CT
192,2021,Jan,63.3,58.6,1847172,1712261,134911,7.3,CT
193,2021,Feb,63.2,58.7,1846719,1714601,132118,7.2,CT
194,2021,Mar,63.3,58.8,1847871,1718902,128969,7.0,CT
195,2021,Apr,63.5,59.0,1853765,1724237,129528,7.0,CT
196,2021,May,63.4,59.2,1853898,1730239,123659,6.7,CT
197,2021,Jun,63.7,59.4,1861467,1736426,125041,6.7,CT
198,2021,Jul,63.6,59.5,1859930,1742212,117718,6.3,CT
199,2021,Aug,63.6,59.7,1861388,1748664,112724,6.1,CT
200,2021,Sep,63.5,59.9,1859051,1754406,104645,5.6,CT
201,2021,Oct,63.5,60.0,1860534,1759603,100931,5.4,CT
202,2021,Nov,63.3,60.0,1856259,1759666,96593,5.2,CT
203,2021,Dec,63.2,59.9,1853732,1759082,94650,5.1,CT
204,2022,Jan,63.6,60.2,1867297,1768477,98820,5.3,CT
205,2022,Feb,63.6,60.5,1869116,1778020,91096,4.9,CT
206,2022,Mar,64.0,61.0,1879286,1793229,86057,4.6,CT
207,2022,Apr,64.2,61.4,1887900,1804200,83700,4.4,CT
208,2022,May,64.4,61.8,1895079,1816424,78655,4.2,CT
209,2022,Jun,64.6,62.0,1901301,1825333,75968,4.0,CT
210,2022,Jul,64.5,62.1,1899981,1828804,71177,3.7,CT
211,2022,Aug,64.7,62.0,1905529,1827827,77702,4.1,CT
212,2022,Sep,64.6,62.0,1903495,1826631,76864,4.0,CT
213,2022,Oct,64.5,61.8,1903650,1822390,81260,4.3,CT
214,2022,Nov,64.3,61.6,1898668,1819032,79636,4.2,CT
0,2005,Jan,66.6,62.6,6380668,5998455,382213,6.0,IL
1,2005,Feb,66.6,62.6,6385992,6004806,381186,6.0,IL
2,2005,Mar,66.6,62.7,6391368,6011404,379964,5.9,IL
3,2005,Apr,66.7,62.7,6397182,6019020,378162,5.9,IL
4,2005,May,66.7,62.8,6403350,6028017,375333,5.9,IL
5,2005,Jun,66.7,62.9,6409402,6038327,371075,5.8,IL
6,2005,Jul,66.8,62.9,6415103,6048748,366355,5.7,IL
7,2005,Aug,66.8,63.0,6419959,6057981,361978,5.6,IL
